@relation localsubcellular
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute Q numeric
@attribute E numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute BASIC numeric
@attribute ACID numeric
@attribute POLAR numeric
@attribute NONPOLAR numeric
@attribute CHAM830103 numeric
@attribute CHAM830104 numeric
@attribute CHAM830105 numeric
@attribute FAUJ880111 numeric
@attribute MONM990201 numeric
@attribute MONM990101 numeric
@attribute BEGF750101 numeric
@attribute BROC820102 numeric
@attribute FAUJ880112 numeric
@attribute GEIM800103 numeric
@attribute GEIM800105 numeric
@attribute LEWP710101 numeric
@attribute NAKH900102 numeric
@attribute NAKH900108 numeric
@attribute OOBM850104 numeric
@attribute PALJ810115 numeric
@attribute PONP800106 numeric
@attribute QIAN880116 numeric
@attribute RICJ880107 numeric
@attribute ROBB760111 numeric
@attribute ROSM880103 numeric
@attribute VENT840101 numeric
@attribute AURR980101 numeric
@attribute AURR980105 numeric
@attribute AURR980118 numeric
@attribute ZHOH040103 numeric
@attribute INIBASIC numeric
@attribute INIACID numeric
@attribute INIPOLAR numeric
@attribute ININONPOLAR numeric
@attribute INICHAM830103 numeric
@attribute INICHAM830104 numeric
@attribute INICHAM830105 numeric
@attribute INIFAUJ880111 numeric
@attribute INIMONM990201 numeric
@attribute INIMONM990101 numeric
@attribute INIBEGF750101 numeric
@attribute INIBROC820102 numeric
@attribute INIFAUJ880112 numeric
@attribute INIGEIM800103 numeric
@attribute INIGEIM800105 numeric
@attribute INILEWP710101 numeric
@attribute ININAKH900102 numeric
@attribute ININAKH900108 numeric
@attribute INIOOBM850104 numeric
@attribute INIPALJ810115 numeric
@attribute INIPONP800106 numeric
@attribute INIQIAN880116 numeric
@attribute INIRICJ880107 numeric
@attribute INIROBB760111 numeric
@attribute INIROSM880103 numeric
@attribute INIVENT840101 numeric
@attribute INIAURR980101 numeric
@attribute INIAURR980105 numeric
@attribute INIAURR980118 numeric
@attribute INIZHOH040103 numeric
@attribute ENDBASIC numeric
@attribute ENDACID numeric
@attribute ENDPOLAR numeric
@attribute ENDNONPOLAR numeric
@attribute ENDCHAM830103 numeric
@attribute ENDCHAM830104 numeric
@attribute ENDCHAM830105 numeric
@attribute ENDFAUJ880111 numeric
@attribute ENDMONM990201 numeric
@attribute ENDMONM990101 numeric
@attribute ENDBEGF750101 numeric
@attribute ENDBROC820102 numeric
@attribute ENDFAUJ880112 numeric
@attribute ENDGEIM800103 numeric
@attribute ENDGEIM800105 numeric
@attribute ENDLEWP710101 numeric
@attribute ENDNAKH900102 numeric
@attribute ENDNAKH900108 numeric
@attribute ENDOOBM850104 numeric
@attribute ENDPALJ810115 numeric
@attribute ENDPONP800106 numeric
@attribute ENDQIAN880116 numeric
@attribute ENDRICJ880107 numeric
@attribute ENDROBB760111 numeric
@attribute ENDROSM880103 numeric
@attribute ENDVENT840101 numeric
@attribute ENDAURR980101 numeric
@attribute ENDAURR980105 numeric
@attribute ENDAURR980118 numeric
@attribute ENDZHOH040103 numeric
@attribute MIDBASIC numeric
@attribute MIDACID numeric
@attribute MIDPOLAR numeric
@attribute MIDNONPOLAR numeric
@attribute MIDCHAM830103 numeric
@attribute MIDCHAM830104 numeric
@attribute MIDCHAM830105 numeric
@attribute MIDFAUJ880111 numeric
@attribute MIDMONM990201 numeric
@attribute MIDMONM990101 numeric
@attribute MIDBEGF750101 numeric
@attribute MIDBROC820102 numeric
@attribute MIDFAUJ880112 numeric
@attribute MIDGEIM800103 numeric
@attribute MIDGEIM800105 numeric
@attribute MIDLEWP710101 numeric
@attribute MIDNAKH900102 numeric
@attribute MIDNAKH900108 numeric
@attribute MIDOOBM850104 numeric
@attribute MIDPALJ810115 numeric
@attribute MIDPONP800106 numeric
@attribute MIDQIAN880116 numeric
@attribute MIDRICJ880107 numeric
@attribute MIDROBB760111 numeric
@attribute MIDROSM880103 numeric
@attribute MIDVENT840101 numeric
@attribute MIDAURR980101 numeric
@attribute MIDAURR980105 numeric
@attribute MIDAURR980118 numeric
@attribute MIDZHOH040103 numeric

@attribute class {SECRETED,NON-SECRETED}
@data
11,5,14,11,4,16,9,15,2,16,28,24,4,8,12,14,12,4,7,16,31.0,20.0,82.0,99.0,238.0,176.0,81.0,31.0,217.9,234.90002,136.54001,695.3,20.0,243.34,235.20999,75.189995,646.2399,33.979996,-606.77,226.12,2710.57,-16.88,246.59999,-56.0,132.2,79.0,230.39001,224.01,237.1,3017.5002,6.0,2.0,14.0,18.0,45.0,33.0,12.0,6.0,34.9,37.0,24.859999,146.90001,2.0,42.050003,40.829994,12.71,112.810005,15.219999,-147.9,37.750004,467.94998,-3.0699997,42.499996,-19.400002,22.100002,15.0,38.429996,39.24,40.5,528.7999,7.0,5.0,21.0,27.0,57.0,41.0,18.5,7.0,54.6,60.400005,36.0,177.9,5.0,60.440006,60.0,18.420002,175.27,5.0599995,-178.65,57.83,697.7699,-4.0999994,63.099995,-13.6,32.0,19.0,60.84,56.559998,60.579998,767.7,11.0,9.0,25.0,33.0,83.0,60.0,25.5,11.0,76.299995,82.1,44.25,211.19998,9.0,81.82,79.490005,25.69,215.1,5.4,-161.35,76.51001,907.68,-6.339999,80.9,-44.199997,47.399994,28.0,77.78001,76.42,80.36999,1019.89996,NON-SECRETED
47,13,14,11,2,31,13,13,1,13,23,11,6,5,7,10,21,2,10,6,25.0,24.0,101.0,109.0,232.0,176.0,93.0,25.0,235.99997,254.4,163.93001,728.7999,24.0,287.95996,252.75002,82.9,744.57996,-14.389995,-380.99005,247.41998,2970.3,-16.75,269.2,-104.10001,147.7,59.0,257.16,248.03001,259.88,3194.5002,4.0,1.0,13.0,22.0,39.0,19.0,7.0,4.0,30.900002,33.0,26.119999,136.59999,1.0,40.689995,41.21,13.130001,119.79001,2.2000008,-157.31,38.320004,458.10995,-2.2,39.100002,-26.099998,17.400002,11.0,39.32,37.94,40.02,515.4,7.0,7.0,19.0,27.0,49.0,42.0,23.5,7.0,56.4,61.600002,39.599995,186.59999,7.0,68.25,55.61,18.59,173.87001,-10.379998,-46.06,55.77,684.71,-4.81,65.50001,-51.300003,35.6,10.0,60.22,57.29,59.770004,721.9001,10.0,9.0,36.0,32.0,76.0,60.0,32.0,10.0,81.4,87.0,52.67,178.29999,9.0,95.75,84.57,28.179996,250.31998,-3.17,-85.44001,84.649994,996.11,-5.45,86.299995,-28.899998,51.8,20.0,85.7,83.11001,86.39,1068.1,NON-SECRETED
23,19,29,6,4,19,9,17,4,10,18,11,7,8,13,21,18,5,13,21,34.0,15.0,121.0,105.0,271.0,176.0,97.5,34.0,267.1,281.69998,155.53,631.30005,15.0,272.49,278.72003,91.87001,752.9001,28.19,-363.66003,274.95,3195.5803,-10.83,269.2,-59.699997,158.0,75.0,267.36002,267.74,267.33,3438.4998,3.0,0.0,19.0,18.0,39.0,30.0,15.0,3.0,33.300003,35.300003,23.96,123.2,0.0,40.96,42.709995,12.509999,107.81,9.789999,-98.17999,38.79,487.05002,-3.8599997,48.699997,8.800001,21.0,14.0,37.23,36.83,39.42,561.89996,10.0,3.0,20.0,27.0,59.0,42.0,24.0,10.0,57.0,58.799995,36.089996,243.9,3.0,62.6,61.22,20.9,163.78001,4.3799987,-134.31,59.430004,687.0901,-3.25,68.700005,-9.999998,33.600002,19.0,58.280003,58.299995,59.579998,793.3,9.0,8.0,40.0,34.0,91.0,59.0,31.5,9.0,88.90001,96.0,53.249996,153.29999,8.0,93.01,92.310005,28.339993,254.40999,5.8400006,-87.7,88.75999,1061.73,-3.67,86.0,-45.4,54.5,27.0,90.200005,86.049995,87.87,1125.0,NON-SECRETED
12,10,17,8,0,11,5,10,1,9,16,11,3,5,7,8,9,4,14,11,22.0,13.0,69.0,67.0,171.0,130.0,66.0,22.0,166.30002,175.6,99.71,536.0,13.0,176.12999,173.78,58.220005,465.21005,33.100002,-231.29002,170.78,1977.7799,-9.209999,173.49998,-32.699997,103.4,59.0,169.87999,166.7,172.83,2214.1997,3.0,2.0,12.0,23.0,38.0,31.0,12.5,3.0,32.6,34.000004,26.0,208.7,2.0,41.4,40.789997,13.19,111.47,7.9799995,-101.06,38.34,469.06003,-4.4799995,48.699997,-36.5,23.0,15.0,39.030003,38.95,40.730003,570.0,8.0,4.0,28.0,20.0,58.0,50.0,27.5,8.0,64.3,66.8,32.15,197.7,4.0,63.6,60.340004,21.56,157.78,20.509998,-40.020004,62.94,684.70996,-1.7799997,56.600002,14.800001,40.2,22.0,59.91,58.62,61.05,777.6,9.0,5.0,25.0,18.0,58.0,43.0,25.0,9.0,56.999996,60.999996,32.71,121.899994,5.0,57.87,58.020004,18.64,154.97998,8.22,-44.860004,56.36,662.26,-2.23,55.100002,0.20000076,34.699997,18.0,57.159996,54.909996,57.649994,703.1,NON-SECRETED
27,17,28,15,0,36,16,23,0,21,26,12,8,11,28,38,32,2,10,26,29.0,31.0,167.0,149.0,377.0,228.0,113.0,29.0,365.1,385.1,207.18002,903.89996,31.0,365.02002,378.30997,131.11,1046.7799,18.960007,-471.89,377.00003,4348.1,-7.5499997,343.7,-148.5,214.79997,96.0,369.38998,382.81003,365.09,4524.1,2.0,1.0,21.0,16.0,35.0,26.0,17.0,2.0,36.000004,38.7,24.75,102.69999,1.0,43.91,40.339996,12.53,112.44,-4.17,-67.990005,40.980007,467.80994,-2.09,44.899998,4.5,21.8,8.0,37.49,38.81,39.149998,475.0,4.0,3.0,33.0,20.0,67.0,32.0,17.5,4.0,59.100006,59.1,29.77,129.1,3.0,53.88,64.16,22.6,157.48999,14.62,-38.690002,61.81,689.8,1.4299998,46.899998,-0.4999962,36.000004,20.0,58.070007,62.149998,56.899998,758.0,13.0,14.0,43.0,56.0,131.0,84.0,35.5,13.0,117.4,124.6,72.28999,393.7,14.0,122.07001,127.0,43.08,356.99997,11.699999,-246.0,120.45,1462.6401,-5.2200003,123.200005,-83.8,71.2,39.0,126.66001,126.96001,125.06,1590.0001,NON-SECRETED
31,5,17,12,2,12,19,25,4,13,26,27,7,14,17,23,25,4,7,24,36.0,31.0,111.0,136.0,303.0,193.0,101.0,36.0,285.8,306.3,188.09,747.10004,31.0,323.31998,312.26004,102.670006,889.99,11.85,-718.22,308.82,3633.24,-17.689999,306.5,-161.5,175.29999,88.0,313.59003,306.58997,314.16998,3922.4001,7.0,1.0,15.0,17.0,31.0,26.0,16.5,7.0,34.600002,36.900005,24.46,126.0,1.0,41.629997,39.33,13.14,112.9,8.309999,-119.11,42.89,461.02002,-2.89,43.1,11.200001,21.3,12.0,39.35,37.619995,41.36,516.3,6.0,9.0,22.0,23.0,65.0,40.0,23.0,6.0,53.6,57.500004,36.959995,115.8,9.0,63.590008,59.15,18.38,170.2,1.95,-166.73001,54.940006,697.04,-2.9799998,56.4,-32.700005,35.4,16.0,61.32,59.71,60.750008,726.8,12.0,12.0,35.0,45.0,94.0,56.0,28.5,12.0,95.499985,102.3,60.940002,195.90001,12.0,107.62001,103.270004,35.809998,298.06,-7.0999985,-166.5,103.020004,1193.29,-5.33,96.4,-54.09999,56.099995,27.0,104.01,100.729996,103.119995,1294.7,NON-SECRETED
14,1,8,4,4,10,5,11,2,10,11,12,4,3,2,14,7,1,4,4,15.0,9.0,58.0,49.0,125.0,86.0,42.5,15.0,118.899994,126.5,77.590004,242.99997,9.0,146.7,130.46999,44.03,367.9,16.480001,-339.7,130.48001,1521.55,-6.83,127.899994,22.700006,69.7,33.0,126.51,125.700005,131.50002,1627.9,4.0,3.0,16.0,17.0,40.0,29.0,14.0,4.0,33.800003,36.5,25.449999,93.99999,3.0,45.19,39.99,12.289999,112.84,4.4799995,-131.63,37.59,473.09,-3.4399993,44.4,-4.9,21.099998,11.0,37.95,38.390003,39.749996,510.99997,6.0,2.0,29.0,23.0,55.0,37.0,17.5,6.0,54.500004,57.600002,34.460003,129.79999,2.0,65.950005,60.499996,21.65,168.59999,10.63,-171.55,61.639996,693.56,-2.2099998,57.4,39.6,28.800001,15.0,57.439995,57.639996,60.039997,749.6001,7.0,4.0,15.0,17.0,43.0,27.0,13.5,7.0,40.7,43.000004,25.560001,69.7,4.0,50.12,42.05,13.700002,121.64001,3.9099998,-118.18001,42.83,492.87997,-2.08,39.6,-28.0,25.599998,11.0,41.780003,41.0,43.08,527.2999,NON-SECRETED
10,2,12,6,2,7,4,3,0,9,11,11,3,3,1,11,8,0,8,2,13.0,10.0,51.0,39.0,118.0,87.0,38.0,13.0,105.6,109.6,66.61,245.5,10.0,128.17,112.170006,39.149998,309.97995,29.509996,-224.06,110.59999,1302.3,-5.9999995,104.700005,-13.199996,67.80001,33.0,108.36,112.66999,113.65001,1421.2,1.0,5.0,14.0,20.0,39.0,30.0,9.0,1.0,33.4,35.300003,26.02,146.30002,5.0,46.560005,39.14,14.2300005,110.63,9.780001,-69.729996,37.250004,466.25995,-3.4300003,40.3,-29.800001,23.0,13.0,39.450005,40.169994,40.799995,536.6,10.0,2.0,32.0,16.0,63.0,46.0,25.0,10.0,58.5,60.0,33.52,83.49999,2.0,67.01,61.25,19.98,164.56,17.0,-124.92001,61.260002,690.82,-2.0800002,54.700005,18.499998,36.400005,17.0,55.97001,57.559998,59.56,739.7,7.0,3.0,16.0,11.0,41.0,30.0,14.0,7.0,38.499996,40.500004,20.719997,75.1,3.0,40.309998,36.2,12.650001,102.46,8.2300005,-83.83,37.33,417.45996,-1.36,32.0,-5.0999985,22.800001,10.0,35.730003,37.87,37.62,430.19998,NON-SECRETED
47,15,28,11,4,19,29,22,5,20,35,27,8,13,14,27,24,1,10,18,47.0,40.0,134.0,156.0,356.0,256.0,127.5,47.0,347.69998,376.40002,232.24997,846.3,40.0,406.48996,366.75998,117.79001,1082.5302,17.190004,-714.86005,361.43997,4359.7,-24.470003,370.6,-243.50003,219.40001,97.0,376.32,361.23,377.14,4647.0996,4.0,1.0,14.0,21.0,42.0,28.0,13.0,4.0,32.3,33.6,22.92,181.1,1.0,37.06,42.559994,12.59,109.85,12.57,-133.26001,36.840004,475.89996,-3.23,45.399998,-10.9,21.8,16.0,38.34,39.0,39.7,576.2,10.0,7.0,16.0,27.0,52.0,46.0,19.0,10.0,55.600002,63.2,41.08,116.399994,7.0,71.71,55.22,16.550001,182.9,3.9500005,-160.49,57.96,692.09,-5.87,60.599995,-73.8,34.899998,15.0,60.52,53.989998,61.1,710.3,17.0,15.0,47.0,46.0,120.0,82.0,46.0,17.0,119.0,127.1,74.16,205.8,15.0,132.43,121.77,40.719997,352.23,0.36000192,-170.5,120.93001,1444.5701,-6.589999,117.1,-66.100006,73.9,29.0,125.049995,121.609985,124.79,1508.5,NON-SECRETED
50,21,22,12,4,26,20,25,3,12,42,20,10,9,8,28,27,2,12,22,44.0,32.0,144.0,155.0,353.0,253.0,124.0,44.0,334.19995,358.80002,235.82999,944.2999,32.0,398.22998,373.89996,119.950005,1080.0402,2.4700036,-684.68005,360.63998,4352.65,-24.339996,397.20004,-166.3,205.79999,99.0,368.83,357.42,371.49,4690.6006,4.0,1.0,11.0,24.0,35.0,25.0,13.5,4.0,30.0,31.9,26.6,167.29999,1.0,42.27,42.54,11.549999,111.6,5.25,-102.63999,38.19,474.93,-5.1,49.399998,-36.0,22.5,17.0,38.649998,34.989998,40.09,602.69995,10.0,8.0,18.0,24.0,52.0,50.0,22.5,10.0,53.899998,58.90001,40.29,181.30002,8.0,65.76,58.04,19.32,180.65001,-0.39000338,-101.15999,56.86,698.55994,-4.79,71.5,-29.400005,32.5,17.0,61.04,55.379993,60.680004,744.4,17.0,10.0,51.0,47.0,122.0,78.0,37.0,17.0,115.6,124.6,75.13,212.59998,10.0,125.91999,125.07001,39.530003,363.13998,-8.45,-228.98999,121.90999,1450.2499,-6.9300003,127.7,-58.000004,67.200005,29.0,122.350006,119.869995,121.850006,1508.4999,NON-SECRETED
31,7,19,13,5,16,8,10,2,17,21,13,10,7,1,33,21,0,7,12,22.0,21.0,111.0,99.0,261.0,161.0,70.0,22.0,220.10002,228.69998,154.07,510.40002,21.0,279.62997,253.93999,86.810005,701.91,32.75,-543.97003,240.36,2946.68,-12.349998,245.8,-62.100002,136.3,64.0,239.14,251.62999,245.62,3178.7,4.0,1.0,19.0,16.0,45.0,24.0,10.0,4.0,32.199997,31.700003,25.14,111.19999,1.0,42.71,42.089996,14.23,110.46999,8.29,-107.91,38.670002,464.76,-1.1100001,40.100002,-11.100002,20.3,11.0,36.899998,40.239998,38.82,510.89996,4.0,4.0,32.0,20.0,61.0,38.0,13.0,4.0,55.0,56.199997,33.06,95.3,4.0,64.78001,59.539997,22.159996,164.32,12.869999,-104.979996,59.460003,694.01,-1.76,54.3,9.700002,32.6,14.0,54.330006,62.38,56.060005,738.60004,8.0,10.0,35.0,32.0,86.0,54.0,27.0,8.0,76.5,80.8,52.01,100.299995,10.0,96.82,83.22,28.14,235.03001,3.3100035,-161.8,79.590004,995.21,-5.2299995,80.59999,-35.600002,47.7,18.0,82.159996,82.98001,83.43001,1046.6,NON-SECRETED
29,9,6,8,1,3,5,2,0,9,7,8,2,2,0,6,6,0,3,8,17.0,13.0,27.0,57.0,106.0,69.0,32.0,17.0,95.19999,104.00001,79.21999,287.1,13.0,131.75,111.86,34.45,339.40997,-10.1,-236.46,100.17999,1305.1101,-9.960001,117.00001,-132.59999,59.800003,29.0,112.78,103.7,112.49999,1456.7001,5.0,2.0,10.0,23.0,39.0,24.0,10.0,5.0,29.499998,31.300001,28.73,140.80002,2.0,46.310005,40.85,12.46,116.17999,6.12,-132.91,35.970005,463.38998,-3.9700005,42.2,-43.9,19.600002,13.0,38.529995,36.309998,40.129997,549.19995,11.0,7.0,15.0,27.0,55.0,34.0,17.0,11.0,53.399998,58.800003,40.289997,105.5,7.0,66.6,58.199997,17.859999,181.95,-13.530003,-104.08,53.150005,681.9501,-4.4300003,60.600002,-66.0,30.800003,12.0,59.07,54.69,57.64,725.00006,3.0,7.0,8.0,20.0,35.0,21.0,10.0,3.0,30.999998,34.3,27.42,86.3,7.0,48.069996,36.33,10.910001,114.28,-7.2699995,-59.06,31.259998,432.29004,-2.9600003,36.0,-61.7,21.899998,9.0,38.750004,34.45,37.53,480.1,NON-SECRETED
17,1,0,4,2,3,3,4,0,1,6,11,2,3,4,6,9,1,1,13,12.0,7.0,25.0,47.0,89.0,42.0,25.5,12.0,72.9,77.799995,59.569996,189.4,7.0,95.40999,94.43,27.490002,267.39996,-17.199997,-280.48,85.08,1053.49,-7.2200003,95.700005,-93.0,45.0,25.0,88.240005,83.840004,88.43,1184.0,2.0,0.0,10.0,28.0,36.0,16.0,7.5,2.0,26.2,27.400002,28.000002,149.8,0.0,42.910004,42.459995,11.2300005,118.19001,-3.7499995,-155.90001,35.8,473.08997,-4.92,48.2,-61.100006,18.699999,12.0,37.399998,34.63,37.960003,590.5,10.0,7.0,19.0,24.0,63.0,27.0,18.0,10.0,52.8,56.2,36.180004,39.7,7.0,61.699997,62.239998,18.839998,174.76,-14.769999,-154.97,56.340008,688.53,-3.0,55.6,-40.0,30.599998,15.0,58.809998,56.68,58.24,735.8,6.0,4.0,8.0,13.0,33.0,15.0,11.0,6.0,27.099998,29.699999,19.04,9.536743e-7,4.0,32.29,32.1,8.629999,89.86,-6.799999,-98.159996,27.460003,365.87997,-2.5099998,30.300001,-24.2,15.7,8.0,30.859997,27.369999,30.230001,393.6,NON-SECRETED
44,17,10,14,3,10,12,26,2,8,34,10,4,9,14,21,21,6,9,19,29.0,26.0,100.0,138.0,257.0,179.0,82.0,29.0,253.19998,270.30002,182.73001,918.7,26.0,301.19998,294.10004,98.06,854.67004,-7.6399975,-538.21,286.27002,3384.46,-18.929998,315.7,-156.19998,155.50002,85.0,291.99,278.7,290.08,3798.5002,3.0,3.0,11.0,23.0,36.0,32.0,12.5,3.0,30.199999,32.100002,26.749998,196.4,3.0,42.2,40.85,11.760001,115.97001,5.670001,-111.380005,36.33,476.77997,-5.32,53.699997,-38.7,23.099998,16.0,38.77,36.98,39.65,589.4,6.0,5.0,21.0,28.0,53.0,29.0,13.5,6.0,52.600006,56.399998,37.120003,133.8,5.0,61.06,61.32,20.019999,175.47998,-5.710001,-77.29,59.3,688.42,-3.0299997,57.999996,-43.9,31.299997,17.0,60.409996,55.37,58.9,771.2,8.0,11.0,33.0,45.0,88.0,64.0,25.0,8.0,84.00001,88.7,61.129997,315.1,11.0,102.09,95.229996,33.459995,284.74,0.7999979,-192.56,94.71001,1116.69,-5.9600005,102.99999,-71.5,53.2,27.0,96.600006,95.67,96.11,1229.4999,NON-SECRETED
21,19,7,5,1,12,18,8,2,5,18,11,5,5,7,19,9,4,7,3,32.0,23.0,63.0,68.0,167.0,136.0,85.0,32.0,181.10002,194.50002,113.75,445.19998,23.0,198.12999,179.09999,59.260014,535.37006,-16.219997,-254.86002,179.83002,2138.1902,-10.46,197.99998,-72.899994,110.4,42.0,188.36998,177.61002,186.85002,2223.5,6.0,3.0,13.0,18.0,36.0,34.0,18.0,6.0,33.8,35.100002,26.839998,182.9,3.0,44.3,39.479996,12.829999,109.369995,6.459999,-79.1,37.83,470.53003,-4.0899997,53.3,-11.300003,23.7,13.0,38.93,38.100002,40.409996,551.5,8.0,4.0,23.0,25.0,47.0,32.0,23.0,8.0,58.6,61.9,35.01,103.200005,4.0,64.26,57.77999,20.130001,175.05,-8.500001,-93.0,63.38001,683.19,-2.1100001,57.100006,-32.8,33.7,10.0,58.569996,56.600002,58.1,698.7999,13.0,11.0,20.0,18.0,61.0,52.0,30.0,13.0,66.1,73.100006,36.269993,143.09999,11.0,62.879993,58.789997,19.529999,181.09001,-10.860002,-51.67,56.63,706.36,-2.74,63.9,-9.799999,37.3,13.0,65.61,60.86,63.83,693.0,NON-SECRETED
29,19,8,16,3,9,20,21,7,17,33,11,10,10,14,16,20,4,4,15,37.0,36.0,81.0,132.0,274.0,201.0,96.0,37.0,256.3,278.4,179.24,900.50006,36.0,297.1,282.19,91.82001,812.5901,3.2700057,-547.13,264.46997,3347.1897,-22.48,313.5,-188.20001,159.3,83.0,292.29004,274.08002,290.71002,3697.4,5.0,4.0,6.0,25.0,37.0,27.0,15.0,5.0,31.900002,36.100002,26.260004,174.40001,4.0,40.71,40.489998,10.059999,111.210014,1.0200002,-93.4,33.58,479.97,-5.79,49.4,-52.800003,23.699999,15.0,40.829994,35.81,40.929996,586.50006,9.0,6.0,20.0,25.0,56.0,35.0,20.0,9.0,56.2,60.9,35.71,166.70001,6.0,62.129997,59.98,21.12,171.84999,1.3600011,-149.42001,58.300007,688.23004,-1.31,58.400005,15.500001,28.700003,16.0,61.960007,57.140003,61.12,735.8,11.0,15.0,30.0,40.0,98.0,68.0,28.5,11.0,88.50001,93.5,59.78,238.0,15.0,102.32001,91.67,32.66,268.28003,-0.69999933,-139.17001,89.229996,1114.23,-7.05,97.6,-98.5,57.2,22.0,96.950005,97.490005,96.64,1186.9,NON-SECRETED
15,24,1,9,3,8,14,8,9,12,27,14,6,6,7,15,13,5,1,19,47.0,23.0,49.0,97.0,230.0,163.0,89.5,47.0,195.3,213.2,138.73001,721.9,23.0,218.27,221.42,62.989998,610.5401,-10.229998,-536.89,190.59001,2552.06,-19.230001,266.59998,-139.40001,117.49999,70.0,219.20999,199.03,219.43997,2849.0,5.0,0.0,10.0,25.0,43.0,30.0,9.0,5.0,26.7,28.800001,28.919998,199.20001,0.0,38.440002,44.039997,11.719999,118.170006,8.969999,-177.22998,36.33,488.75998,-5.14,56.199997,-43.199997,17.099998,18.0,37.97,35.94,39.689995,586.39996,15.0,12.0,12.0,21.0,65.0,48.0,29.0,15.0,57.799995,64.399994,39.379997,90.8,12.0,65.299995,58.440002,16.17,175.70998,-9.050002,-129.23999,52.649998,699.51,-4.7999997,64.7,-64.0,36.9,17.0,63.470005,55.339996,62.36,710.9001,14.0,6.0,15.0,37.0,79.0,52.0,29.0,14.0,63.1,67.399994,44.800003,341.20004,6.0,71.46999,75.990005,21.609999,191.21997,1.2900008,-180.62003,60.489998,856.2601,-6.89,96.0,-25.8,39.3,27.0,72.18001,66.939995,72.54,1047.0999,NON-SECRETED
42,16,28,27,7,40,15,32,2,29,39,26,23,20,9,35,27,3,14,25,44.0,42.0,183.0,190.0,457.0,321.0,160.5,44.0,414.7,443.69998,277.66,1194.8,42.0,490.46002,460.44,154.53,1255.0399,52.780006,-921.57,436.32996,5389.11,-30.189997,476.09998,-26.800003,249.2,130.0,449.48996,450.47003,459.58,5873.1006,4.0,4.0,12.0,20.0,33.0,32.0,12.0,4.0,33.2,36.8,26.15,134.00002,4.0,43.62,37.850002,13.220001,112.61,10.05,-97.00001,37.360004,475.85,-5.22,46.3,-10.599998,20.5,12.0,39.14,38.359997,40.400005,541.0,6.0,4.0,25.0,25.0,62.0,46.0,28.0,6.0,56.100002,60.699993,37.840004,168.1,4.0,62.99,61.42,18.959997,153.70999,5.6499987,-37.370003,55.300003,723.94995,-4.8500004,69.2,-12.699998,34.1,17.0,57.77999,57.93,59.079998,774.1,19.0,19.0,56.0,59.0,156.0,98.0,50.0,19.0,142.79999,153.70001,90.659996,251.40001,19.0,165.73001,151.09001,51.900005,422.76,-0.23999977,-355.19,143.53,1779.5499,-9.569999,149.3,-7.0999985,80.69999,37.0,151.52,150.32002,153.09999,1898.3999,NON-SECRETED
21,5,6,12,2,12,3,13,4,4,19,7,7,10,15,11,13,3,4,14,16.0,15.0,61.0,93.0,167.0,115.0,56.5,16.0,164.40001,175.5,110.54001,641.1001,15.0,184.4,185.56999,62.569996,513.69,2.5499983,-306.69,182.11,2162.3801,-14.150002,200.09999,-113.0,102.40001,54.0,183.54999,181.56001,185.25998,2438.2998,4.0,3.0,9.0,24.0,32.0,30.0,8.5,4.0,31.2,33.800003,28.829998,170.49998,3.0,47.239994,38.140003,12.859999,119.97,2.6700006,-124.490005,39.950005,465.55002,-5.4900002,49.9,-57.6,21.299997,12.0,38.68,37.489998,40.850002,536.7999,2.0,4.0,17.0,37.0,57.0,33.0,17.0,2.0,51.200005,54.600002,36.06,255.50002,4.0,54.9,60.65,19.079998,162.18,3.7599998,-79.4,55.879997,709.99005,-5.2799997,61.999996,-88.399994,35.200005,18.0,60.019997,59.74,59.18,823.6,9.0,6.0,23.0,23.0,58.0,45.0,26.0,9.0,59.899998,64.200005,33.039997,181.59999,6.0,60.190002,62.960003,21.43,160.69,1.4699996,-78.44,61.03,717.29,-4.3099995,69.899994,33.10001,34.399998,21.0,61.159992,59.45,62.739998,815.1,NON-SECRETED
